,genres,original_language,vote_average,vote_count,popularity,budget,revenue,runtime,budget_to_rating,budget_to_pop,budget_to_vote_count,vote_count_to_popularity,vote_average_squared,log_budget,release_day_of_week,release_quarter,year,month
7862,"['War', 'Drama']",German,7.7,312.0,14.216,0.0,3825668.0,127.0,0.0,0.0,0.0,20.50473186119874,59.290000000000006,0.0,4,2,2020,4
7863,"['Drama', 'History', 'Music']",English,6.7,1067.0,14.216,0.0,38981322.0,118.0,0.0,0.0,0.0,70.1235541535226,44.89,0.0,4,3,2019,9
7869,"['Comedy', 'Family']",English,6.3,642.0,14.211,0.0,76594107.0,106.0,0.0,0.0,0.0,42.206298073762404,39.69,0.0,4,4,1995,12
7870,"['Drama', 'Thriller']",English,7.4,496.0,14.211,35000000.0,103000000.0,105.0,4166666.6666666665,2462880.8669340652,70422.5352112676,32.60798106633357,54.760000000000005,17.370858648025116,3,2,1962,4
7873,"['Horror', 'Mystery']",English,5.5,503.0,14.209,12500000.0,27206120.0,101.0,1923076.923076923,879724.1185164333,24801.5873015873,33.0725228483135,30.25,16.341239282272525,2,3,2009,9
7875,['Drama'],French,5.8,77.0,14.208,0.0,105090.0,115.0,0.0,0.0,0.0,5.063124671225671,33.64,0.0,2,4,2002,10
7876,"['Comedy', 'Crime', 'Action']",English,5.7,510.0,14.208,25000000.0,22611954.0,84.0,3731343.2835820895,1759572.072072072,48923.67906066536,33.53498158863756,32.49,17.034386422832473,4,3,1996,9
7877,"['Action', 'Comedy', 'Crime', 'Romance']",English,5.9,1266.0,14.208,57000000.0,147845033.0,123.0,8260869.565217391,4011824.3243243243,44988.16101026046,83.24566017885323,34.81,17.858561843342684,3,1,2001,3
7878,"['Comedy', 'Drama', 'Romance']",English,6.8,769.0,14.208,15000000.0,80640528.0,102.0,1923076.923076923,1055743.2432432433,19480.51948051948,50.56549184639663,46.239999999999995,16.52356082573315,2,4,1987,12
7879,"['Crime', 'Drama', 'Thriller', 'History']",French,8.3,389.0,14.207,0.0,33187.0,132.0,0.0,0.0,0.0,25.58032485039784,68.89000000000001,0.0,4,1,1960,3
7881,['Comedy'],English,6.5,399.0,14.204,15600000.0,11620337.0,119.0,2080000.0,1098282.1740354828,39000.0,26.243093922651934,42.25,16.562781536322326,3,4,2019,11
7883,"['Drama', 'Thriller']",English,6.4,584.0,14.204,270000.0,592116.0,90.0,36486.48648648649,19008.729935229512,461.53846153846155,38.41094448829255,40.96000000000001,12.506180941677357,3,3,2012,8
7884,"['Crime', 'Drama', 'Thriller']",English,7.3,342.0,14.204,5000000.0,20146880.0,96.0,602409.6385542168,352013.51731906505,14577.25947521866,22.494080505130228,53.29,15.424948670398354,4,1,1992,1
7885,"['Comedy', 'Crime']",English,6.5,1644.0,14.204,80000000.0,176885658.0,103.0,10666666.666666666,5632216.277105041,48632.2188449848,108.12943962115233,42.25,18.197537205138154,4,1,1999,3
7886,"['Drama', 'Comedy', 'Crime']",English,6.6,674.0,14.204,20000000.0,21284514.0,106.0,2631578.947368421,1408054.0692762602,29629.62962962963,44.330439358063664,43.559999999999995,16.811242881518265,4,3,1995,9
7890,"['Drama', 'Romance', 'Science Fiction']",English,6.9,2060.0,14.2,15000000.0,9918093.0,104.0,1898734.1772151897,1056338.028169014,7278.020378457059,135.5263157894737,47.61000000000001,16.52356082573315,3,1,2010,3
7894,"['Horror', 'Thriller']",English,5.7,1136.0,14.197,14000000.0,72527595.0,100.0,2089552.2388059702,986123.8289779532,12313.104661389621,74.75159570967955,32.49,16.454567959008102,4,3,1998,9
7895,"['Drama', 'History']",English,6.4,850.0,14.196,25000000.0,24902723.0,120.0,3378378.378378378,1761059.4533671457,29377.20329024677,55.9357725717294,40.96000000000001,17.034386422832473,3,3,2015,8
7898,"['Comedy', 'Romance']",English,6.1,2473.0,14.194,8000000.0,45640143.0,94.0,1126760.5633802817,563618.4303226715,3233.6297493936945,162.76161642753718,37.209999999999994,15.894952224644102,2,1,2014,1
7903,"['Fantasy', 'Action', 'Crime']",Finnish,5.5,195.0,14.188,1686858.0,1891907.0,105.0,259516.61538461538,118893.2901043135,8606.418367346938,12.839083486963391,30.25,14.338378777714981,4,3,2017,9
7904,['Drama'],English,7.0,3161.0,14.185,18000000.0,99206215.0,99.0,2250000.0,1268946.0697920339,5692.599620493359,208.16595324333224,49.0,16.705882371415992,3,3,2013,8
7906,"['Horror', 'Science Fiction', 'Fantasy']",English,6.5,612.0,14.185,10000000.0,29450919.0,101.0,1333333.3333333333,704970.0387733522,16313.21370309951,40.30293052354297,42.25,16.118095750958314,4,2,1983,6
7907,"['Horror', 'Comedy']",Norwegian,6.0,994.0,14.185,800000.0,2166797.0,91.0,114285.71428571429,56397.60310186817,804.0201005025126,65.45933486993744,36.0,13.592368256649284,4,1,2009,1
7909,"['Adventure', 'Drama', 'Thriller']",English,6.9,1261.0,14.183,32000000.0,36733909.0,127.0,4050632.9113924047,2256222.237890432,25356.576862123613,83.05341500362248,47.61000000000001,17.281246492014,4,1,1993,1
7911,"['Adventure', 'Comedy']",French,6.5,712.0,14.182,0.0,14702744.0,91.0,0.0,0.0,0.0,46.89764194440785,42.25,0.0,2,1,2019,2
7913,"['Comedy', 'War']",English,6.0,1993.0,14.18,24000000.0,68729358.0,94.0,3428571.4285714286,1692524.682651622,12036.108324974924,131.29117259552044,36.0,16.993564429978885,5,4,2009,10
7922,"['Drama', 'Comedy']",English,7.0,515.0,14.172,15000000.0,18144644.0,114.0,1875000.0,1058425.0635055038,29069.767441860466,33.94410756657,49.0,16.52356082573315,4,3,2019,8
7924,"['Action', 'Comedy']",cn,7.1,208.0,14.168,0.0,30399676.0,113.0,0.0,0.0,0.0,13.713080168776372,50.41,0.0,3,2,1992,4
7928,"['Drama', 'Romance', 'Comedy', 'Music']",English,6.9,431.0,14.159,20000000.0,57588485.0,118.0,2531645.569620253,1412529.1334133765,46296.2962962963,28.431954614420476,47.61000000000001,16.811242881518265,4,4,2002,12
7929,"['Crime', 'Drama']",English,8.0,8930.0,14.159,4500000.0,7390108.0,102.0,500000.0,317819.05501800973,503.8629492777964,589.0889900389208,64.0,15.319588176962746,4,4,2000,10
7933,"['Comedy', 'Romance']",Spanish,7.4,183.0,14.155,0.0,15998618.0,107.0,0.0,0.0,0.0,12.075222698779282,54.760000000000005,0.0,4,1,2014,2
7934,"['Drama', 'Thriller', 'Mystery', 'War']",English,6.4,778.0,14.155,46000000.0,100860818.0,116.0,6216216.216216216,3249735.075944896,59050.064184852374,51.33619267568459,40.96000000000001,17.6441519761925,3,3,1996,7
7937,"['Action', 'Adventure', 'Thriller']",English,5.9,864.0,14.152,15000000.0,44065653.0,84.0,2173913.0434782607,1059920.85924251,17341.040462427747,57.02217529039071,34.81,16.52356082573315,4,4,1992,11
7939,"['Drama', 'Mystery', 'Thriller', 'Romance']",English,6.1,797.0,14.148,25000000.0,2000000.0,93.0,3521126.7605633806,1767034.2097823014,31328.32080200501,52.61420649590705,37.209999999999994,17.034386422832473,4,3,2008,9
7940,"['Action', 'Crime', 'Drama', 'Thriller']",cn,7.7,642.0,14.147,0.0,2350174.0,110.0,0.0,0.0,0.0,42.384630619924735,59.290000000000006,0.0,3,3,1989,7
7942,"['Fantasy', 'Action']",English,4.7,421.0,14.146,26000000.0,36800000.0,99.0,4561403.50877193,1837975.3994061924,61611.37440758294,27.796117786874422,22.090000000000003,17.073607134447293,1,4,1994,11
7944,"['Action', 'Drama', 'History', 'War']",Japanese,7.8,554.0,14.144,6000000.0,4000000.0,180.0,681818.1818181818,424208.1447963801,10810.81081081081,36.582144743792924,60.839999999999996,15.607270193858982,5,2,1980,4
7947,"['Drama', 'Romance', 'Comedy']",English,7.1,742.0,14.139,1500000.0,2375097.0,110.0,185185.1851851852,106089.53957139826,2018.8425302826379,49.01248431204175,50.41,14.220976332738882,1,1,1998,1
7948,"['Animation', 'Family', 'Adventure', 'Fantasy']",Japanese,7.1,172.0,14.137,0.0,23740788.0,98.0,0.0,0.0,0.0,11.36288564444738,50.41,0.0,4,3,2018,7
7949,"['Adventure', 'Family', 'Fantasy', 'Animation']",English,7.1,954.0,14.135,15000000.0,40577001.0,93.0,1851851.851851852,1061195.6137247966,15706.806282722513,63.032705649157585,50.41,16.52356082573315,4,4,1982,12
7950,"['Horror', 'Thriller']",English,6.3,964.0,14.134,5000000.0,13809.0,93.0,684931.5068493151,353756.89825951605,5181.347150259067,63.69763446544205,39.69,15.424948670398354,4,2,2014,4
7951,"['Music', 'Romance', 'Drama']",English,7.3,202.0,14.133,0.0,235066.0,103.0,0.0,0.0,0.0,13.348311636820196,53.29,0.0,3,3,2018,9
7953,"['Drama', 'Western']",English,6.8,1736.0,14.132,38000000.0,13143056.0,121.0,4871794.871794872,2688932.91819983,21876.799078871616,114.7237642083003,46.239999999999995,17.453096744006448,2,3,2018,9
7954,"['Comedy', 'Fantasy', 'Adventure', 'Action']",English,5.3,1188.0,14.13,49900000.0,28013733.0,102.0,7920634.920634921,3531493.2767162067,41968.04037005887,78.51949768671513,28.09,17.725531580761828,4,2,2011,4
7956,"['Romance', 'Science Fiction', 'Drama']",English,7.1,156.0,14.129,0.0,39053.0,101.0,0.0,0.0,0.0,10.311322625421376,50.41,0.0,4,1,2021,2
7957,['Drama'],English,7.6,176.0,14.128,0.0,131357.0,111.0,0.0,0.0,0.0,11.634056054997355,57.76,0.0,4,4,2021,10
7958,"['Drama', 'Romance']",English,6.1,48.0,14.128,0.0,135893.0,109.0,0.0,0.0,0.0,3.1729243786356425,37.209999999999994,0.0,4,4,1991,11
7960,['Comedy'],English,6.8,143.0,14.123,5600000.0,29950000.0,138.0,717948.717948718,396516.320894994,38888.88888888889,9.45579580771011,46.239999999999995,15.53827733427679,2,2,1965,6
7961,"['Science Fiction', 'Thriller', 'Horror', 'Mystery']",English,6.2,282.0,14.122,0.0,4973.0,105.0,0.0,0.0,0.0,18.648326940880835,38.440000000000005,0.0,4,3,2018,8
7964,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",English,6.1,460.0,14.12,40000000.0,25804707.0,107.0,5633802.816901409,2832861.1898017,86767.89587852494,30.423280423280424,37.209999999999994,17.50439003707821,4,2,1997,4
7965,"['Comedy', 'Drama']",English,6.9,1511.0,14.12,9000000.0,46789413.0,90.0,1139240.5063291139,637393.7677053824,5952.380952380952,99.93386243386244,47.61000000000001,16.012735246411598,4,3,2007,8
7967,"['Fantasy', 'Horror']",English,4.9,171.0,14.118,1100000.0,5450815.0,82.0,186440.67796610168,77914.7187986967,6395.3488372093025,11.311019976187326,24.010000000000005,13.910821646859095,4,1,1986,1
7971,"['Fantasy', 'Music']",English,6.9,472.0,14.114,22000000.0,67000000.0,93.0,2784810.1265822784,1558736.006801757,46511.62790697674,31.229323805743018,47.61000000000001,16.906553056777135,5,4,1988,10
7972,['Comedy'],English,5.3,1119.0,14.113,20000000.0,100525432.0,97.0,3174603.174603175,1417133.1396584709,17857.14285714286,74.04221531132139,28.09,16.811242881518265,2,3,2014,7
7973,"['Family', 'Comedy', 'Animation', 'Adventure']",English,6.2,703.0,14.112,50000000.0,53431158.0,89.0,6944444.444444444,3543083.9002267574,71022.72727272728,46.519322392800426,38.440000000000005,17.72753358339242,4,1,2018,1
7977,"['Comedy', 'Romance']",English,4.2,635.0,14.111,62000000.0,40854735.0,87.0,11923076.923076922,4393735.383743179,97484.27672955974,42.02236781152802,17.64,17.9426449591384,4,2,2008,6
7979,"['Drama', 'Thriller', 'Romance']",English,5.7,231.0,14.109,32000000.0,28590665.0,124.0,4776119.402985075,2268055.850875328,137931.0344827586,15.2889006552386,32.49,17.281246492014,4,1,1992,2
7982,"['Drama', 'Romance']",English,5.9,416.0,14.102,0.0,10852064.0,114.0,0.0,0.0,0.0,27.546020394649716,34.81,0.0,3,3,2004,9
7984,"['Thriller', 'Drama']",English,6.4,2723.0,14.101,27000000.0,93282604.0,98.0,3648648.6486486485,1914757.818594426,9911.894273127753,180.3191841599894,40.96000000000001,17.11134746100564,3,2,2016,5
7985,"['Action', 'Crime', 'Drama']",Chinese,6.1,310.0,14.101,0.0,94249025.0,108.0,0.0,0.0,0.0,20.5284418250447,37.209999999999994,0.0,1,4,2013,12
7987,"['Science Fiction', 'Horror']",English,6.6,204.0,14.099,25000.0,2000000.0,81.0,3289.4736842105262,1773.1754025108164,121.95121951219512,13.51082853169084,43.559999999999995,10.12667110305036,4,2,1956,4
7988,"['Comedy', 'Drama', 'Romance']",English,6.5,364.0,14.098,7000000.0,95461682.0,97.0,933333.3333333334,496524.3296921549,19178.08219178082,24.10915353026891,42.25,15.76142084987672,4,3,1981,7
7989,"['Thriller', 'Mystery', 'Drama']",English,6.7,2925.0,14.097,5000000.0,58978653.0,108.0,649350.6493506493,354685.3940554728,1708.8174982911826,193.74710207325958,44.89,15.424948670398354,4,3,2015,7
7990,['Comedy'],English,5.9,1059.0,14.091,35000000.0,21819348.0,90.0,5072463.768115941,2483854.9428713364,33018.8679245283,70.17427605857796,34.81,17.370858648025116,3,2,2013,4
7993,"['Adventure', 'Animation', 'Comedy', 'Family']",French,5.9,258.0,14.089,0.0,7800000.0,86.0,0.0,0.0,0.0,17.098548611571342,34.81,0.0,2,1,2017,2
7994,"['Drama', 'Horror', 'Mystery']",English,5.8,2125.0,14.088,5000000.0,19280931.0,91.0,735294.1176470588,354911.98182850657,2351.8344308560677,140.8404029692471,33.64,15.424948670398354,4,2,2017,6
7997,"['Romance', 'Drama']",French,7.4,663.0,14.086,6900000.0,3600000.0,101.0,821428.5714285714,489848.076103933,10391.56626506024,43.94803128728623,54.760000000000005,15.747032114495013,1,3,2020,7
7998,"['Comedy', 'Romance']",English,6.6,2345.0,14.086,38000000.0,299288605.0,105.0,5000000.0,2697714.0423115147,16197.78346121057,155.44213177780725,43.559999999999995,17.453096744006448,3,2,1997,6
8000,"['Science Fiction', 'Animation', 'Action']",English,7.0,422.0,14.085,0.0,7000000.0,81.0,0.0,0.0,0.0,27.974809413324493,49.0,0.0,1,1,2010,2
8001,"['Romance', 'Comedy']",English,5.9,898.0,14.084,18000000.0,90632641.0,94.0,2608695.652173913,1278046.0096563476,20022.246941045607,59.53328029700345,34.81,16.705882371415992,2,1,2016,3
8003,"['Thriller', 'Horror']",English,6.2,987.0,14.084,10000000.0,77527732.0,102.0,1388888.8888888888,710025.5609201931,10121.457489878543,65.43357199681782,38.440000000000005,16.118095750958314,4,1,2009,3
8007,"['Horror', 'Comedy']",English,6.5,429.0,14.079,7500000.0,5596267.0,96.0,1000000.0,532708.2889409759,17441.86046511628,28.450162477617877,42.25,15.830413711839864,4,3,1988,9
8012,"['Romance', 'Drama']",Korean,7.3,42.0,14.076,0.0,1709980.0,117.0,0.0,0.0,0.0,2.7858848500928626,53.29,0.0,3,4,2020,12
8013,"['Adventure', 'Drama', 'Horror']",English,5.9,283.0,14.075,700000.0,1271556.0,90.0,101449.27536231883,49733.5701598579,2464.788732394366,18.77280265339967,34.81,13.45883704259595,4,2,2007,6
8017,"['Animation', 'Fantasy', 'Action']",Chinese,8.4,270.0,14.073,0.0,48045728.0,102.0,0.0,0.0,0.0,17.912824255290918,70.56,0.0,1,3,2019,8
8018,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",English,5.6,641.0,14.072,17700000.0,30987695.0,91.0,2681818.181818182,1257816.9414440023,27570.093457943924,42.5291932059448,31.359999999999996,16.68907525404123,1,2,2001,4
8019,"['Action', 'Comedy', 'Fantasy', 'Science Fiction', 'Adventure']",English,5.1,313.0,14.07,21000000.0,400900.0,93.0,3442622.9508196726,1492537.3134328357,66878.98089171975,20.76974120769741,26.009999999999998,16.860033043306743,4,1,2019,1
8020,['Action'],English,6.5,460.0,14.067,17000000.0,293671.0,96.0,2266666.6666666665,1208502.1681950665,36876.3557483731,30.530298002256586,42.25,16.648723960844016,0,4,2003,11
8021,['Western'],English,7.1,177.0,14.06,5860000.0,12000000.0,111.0,723456.7901234569,416785.20625889045,32921.348314606745,11.752988047808765,50.41,15.583660332201646,1,1,1967,3
8023,"['Comedy', 'Drama']",English,7.4,2174.0,14.059,9000000.0,17096053.0,93.0,1071428.5714285714,640159.3285439932,4137.931034482759,144.36549571684708,54.760000000000005,16.012735246411598,4,4,1998,12
8026,"['Action', 'History', 'War']",English,6.6,305.0,14.057,80000000.0,10166502.0,132.0,10526315.789473685,5691114.747101088,261437.90849673204,20.25635916849306,43.559999999999995,18.197537205138154,4,3,2005,8
8027,['Comedy'],English,6.9,629.0,14.056,200000.0,4505922.0,96.0,25316.45569620253,14228.799089356859,317.46031746031747,41.77736450584485,47.61000000000001,12.206077645517674,4,4,1996,10
8028,['Action'],English,6.3,1198.0,14.054,20000000.0,14397593.0,92.0,2739726.0273972605,1423082.3964707556,16680.567139282735,79.58017802577388,39.69,16.811242881518265,4,2,2016,4
8030,"['Adventure', 'Family', 'Drama']",French,7.2,455.0,14.052,6500000.0,4181043.0,84.0,792682.9268292683,462567.6060347282,14254.38596491228,30.228541057666757,51.84,15.687312888712007,2,4,2021,12
8031,"['Comedy', 'Romance', 'Drama']",English,6.8,983.0,14.052,9000000.0,40471663.0,97.0,1153846.1538461538,640478.2237403928,9146.341463414634,65.30693595535477,46.239999999999995,16.012735246411598,4,1,1986,2
8032,"['Drama', 'Thriller']",English,7.1,385.0,14.05,5900000.0,51718367.0,122.0,728395.061728395,419928.82562277577,15284.974093264249,25.58139534883721,50.41,15.59046307836746,4,1,1979,3
8033,"['Action', 'Thriller']",English,7.5,459.0,14.049,0.0,16056255.0,143.0,0.0,0.0,0.0,30.50036547278889,56.25,0.0,1,2,1973,5
8035,"['Drama', 'Fantasy']",English,7.0,797.0,14.043,5000000.0,3049135.0,109.0,625000.0,356049.2772199673,6265.664160401003,52.98145316758625,49.0,15.424948670398354,0,3,1994,9
8037,['Drama'],English,7.1,863.0,14.042,0.0,4104962.0,115.0,0.0,0.0,0.0,57.37268980188805,50.41,0.0,4,2,1993,4
8038,"['Comedy', 'Fantasy', 'Romance']",English,6.0,1112.0,14.041,55000000.0,43042835.0,91.0,7857142.857142857,3917099.9216580014,49415.99281221923,73.9312545708397,36.0,17.822843761378564,4,1,2010,1
8040,"['Crime', 'Drama', 'Comedy']",English,6.4,362.0,14.039,0.0,829900.0,105.0,0.0,0.0,0.0,24.07074938493251,40.96000000000001,0.0,4,3,2020,9
8041,"['Comedy', 'Romance']",English,7.2,646.0,14.039,385373.0,1117920.0,84.0,46996.707317073175,27450.174513854265,595.6306027820712,42.95498370902321,51.84,12.861969570309963,0,3,2005,9
8042,"['Drama', 'Action', 'Thriller']",English,6.1,391.0,14.039,22000000.0,42313354.0,110.0,3098591.5492957747,1567063.1811382577,56122.448979591834,25.99906908704036,37.209999999999994,16.906553056777135,5,1,1983,2
8047,"['Science Fiction', 'Action', 'Drama', 'Thriller']",English,5.7,904.0,14.034,50000000.0,60209334.0,107.0,7462686.567164179,3562776.115148924,55248.61878453039,60.13037115870693,32.49,17.72753358339242,4,3,1996,8
8048,"['Horror', 'Science Fiction', 'Thriller']",English,5.6,536.0,14.034,0.0,38903179.0,105.0,0.0,0.0,0.0,35.65252095250765,31.359999999999996,0.0,4,1,1989,2
8049,"['Crime', 'Comedy', 'Music']",English,6.4,286.0,14.034,0.0,2800000.0,127.0,0.0,0.0,0.0,19.023546627644006,40.96000000000001,0.0,2,3,1960,8
8051,"['Thriller', 'Crime']",English,4.6,288.0,14.032,0.0,323754.0,98.0,0.0,0.0,0.0,19.159127195316657,21.159999999999997,0.0,3,2,2019,5
8052,['Drama'],English,6.8,1463.0,14.029,55000000.0,100230832.0,162.0,7051282.051282051,3920450.495402381,37568.30601092896,97.34513274336284,46.239999999999995,17.822843761378564,2,4,1999,12
8053,"['Thriller', 'Horror']",Spanish,7.1,937.0,14.027,5000000.0,8791590.0,97.0,617283.9506172839,356455.4074285307,5330.490405117271,62.35442869501564,50.41,15.424948670398354,4,4,2011,10
8054,"['Music', 'Comedy']",English,7.5,1223.0,14.027,2500000.0,4736202.0,82.0,294117.64705882355,178227.70371426534,2042.483660130719,81.3868370266853,56.25,14.731801689838349,4,2,1984,5
8057,['Drama'],English,7.8,704.0,14.025,7500000.0,33736689.0,131.0,852272.7272727272,534759.3582887701,10638.297872340425,46.85524126455907,60.839999999999996,15.830413711839864,2,2,1966,6
8059,"['Adventure', 'Comedy', 'Crime', 'Action', 'Thriller']",English,7.2,919.0,14.024,30000000.0,38413606.0,126.0,3658536.585365854,2139189.960068454,32608.695652173912,61.16879659211928,51.84,17.216707972959764,2,3,1988,7
8061,"['Drama', 'History', 'War']",English,7.0,215.0,14.023,6500000.0,11118000.0,167.0,812500.0,463524.2102260572,30092.59259259259,14.311389203221728,49.0,15.687312888712007,3,4,1965,12
8063,"['Comedy', 'Drama', 'History']",English,6.5,1288.0,14.021,75000000.0,119483446.0,102.0,10000000.0,5349119.1783752935,58184.639255236616,85.74662139671126,42.25,18.132998684833918,2,4,2007,12
8066,"['Drama', 'Comedy', 'Romance']",Korean,7.1,434.0,14.017,0.0,4354510.0,105.0,0.0,0.0,0.0,28.9005793434108,50.41,0.0,3,4,2006,12
8067,"['Drama', 'History']",English,6.6,1650.0,14.015,25000000.0,37807625.0,124.0,3289473.6842105263,1783803.0681412772,15142.337976983647,109.89010989010988,43.559999999999995,17.034386422832473,4,4,2018,12
8069,['Comedy'],English,6.6,564.0,14.014,35100000.0,70200000.0,103.0,4618421.052631579,2504638.2189239333,62123.89380530974,37.56493938990276,43.559999999999995,17.373711716926124,5,4,1993,12
8070,"['Action', 'Adventure', 'Comedy', 'Thriller']",English,5.9,353.0,14.014,13000000.0,27007143.0,91.0,1884057.9710144927,927643.784786642,36723.16384180791,23.511389369921407,34.81,16.380459992348886,4,2,1998,4
8074,"['Horror', 'Thriller']",English,6.0,1448.0,14.009,14000000.0,85446075.0,92.0,2000000.0,999357.5558569491,9661.835748792271,96.47544806449463,36.0,16.454567959008102,3,3,2012,8
8075,['Drama'],Portuguese,8.1,755.0,14.009,2900000.0,5596708.0,110.0,318681.3186813187,207009.7794275109,3835.978835978836,50.30315144246785,65.61,14.88022163978423,4,4,1998,11
8078,"['Comedy', 'Drama']",English,6.4,843.0,14.004,0.0,24931915.0,97.0,0.0,0.0,0.0,56.18501732871235,40.96000000000001,0.0,4,3,2017,8
8079,"['Horror', 'Thriller']",English,4.7,479.0,14.003,5000000.0,15179302.0,88.0,877192.9824561403,357066.34292651573,10416.666666666666,31.926947943744583,22.090000000000003,15.424948670398354,3,1,2013,2
8080,"['Drama', 'Family', 'Romance', 'Music']",English,6.6,1171.0,14.002,13000000.0,131706809.0,113.0,1710526.3157894737,928438.7944579346,11092.150170648465,78.0562591654446,43.559999999999995,16.380459992348886,4,1,2001,1
8082,"['Thriller', 'Drama', 'Mystery']",Tagalog,6.0,15.0,14.001,22361.0,31307.0,85.0,3194.4285714285716,1597.1002071280623,1397.5625,0.9999333377774815,36.0,10.015118368707313,2,4,2012,11
8083,"['Drama', 'Romance']",English,6.5,229.0,13.999,20000000.0,3000000.0,124.0,2666666.6666666665,1428673.4766769055,86956.52173913043,15.26768451230082,42.25,16.811242881518265,4,4,2021,12
8085,['Crime'],Korean,7.0,72.0,13.997,0.0,31278476.0,147.0,0.0,0.0,0.0,4.800960192038407,49.0,0.0,2,3,2014,9
8086,"['Adventure', 'Fantasy', 'Action']",English,5.8,106.0,13.995,4000000.0,800000.0,87.0,588235.2941176471,285816.362986781,37383.17757009346,7.069023007669223,33.64,15.201805169084134,6,1,1987,3
8088,"['Action', 'Comedy', 'Crime']",English,5.8,205.0,13.993,10000000.0,20342161.0,84.0,1470588.2352941176,714643.035803616,48543.68932038835,13.673047422130328,33.64,16.118095750958314,4,1,2007,2
8089,"['Comedy', 'Drama']",English,6.9,983.0,13.99,26000000.0,160188546.0,116.0,3291139.240506329,1858470.335954253,26422.764227642278,65.57705136757839,47.61000000000001,17.073607134447293,4,4,1989,12
8090,['Comedy'],English,5.8,1230.0,13.987,29000000.0,78636257.0,91.0,4264705.882352942,2073353.8285550869,23558.08285946385,82.07112831120304,33.64,17.182806422433504,3,2,2016,4
8091,['Drama'],English,7.6,1230.0,13.987,20000000.0,4383538.0,124.0,2325581.395348837,1429899.1921069564,16246.953696181967,82.07112831120304,57.76,16.811242881518265,4,4,2008,10
8092,"['Comedy', 'Crime']",English,7.5,507.0,13.985,6400000.0,4400000.0,123.0,752941.1764705882,457633.1784054344,12598.425196850394,33.833833833833836,56.25,15.671808704579888,2,3,1966,7
8093,['Drama'],English,7.4,3928.0,13.984,25000000.0,93617009.0,116.0,2976190.476190476,1787757.4370709383,6362.942224484602,262.1462893753337,54.760000000000005,17.034386422832473,4,4,2010,12
8094,"['Action', 'Thriller']",English,5.6,339.0,13.984,45000000.0,28735315.0,101.0,6818181.818181818,3217963.386727689,132352.9411764706,22.62413240790176,31.359999999999996,17.622173069956816,3,4,1994,12
8095,"['Family', 'Animation', 'Fantasy']",English,8.0,1249.0,13.983,0.0,857522.0,93.0,0.0,0.0,0.0,83.36114262831208,64.0,0.0,5,3,2014,9
8097,"['Fantasy', 'Science Fiction']",English,4.7,742.0,13.98,30000000.0,15556340.0,109.0,5263157.894736842,2145922.746781116,40376.85060565276,49.53271028037383,22.090000000000003,17.216707972959764,6,1,1991,1
8102,['Comedy'],English,6.7,396.0,13.975,4913400.0,10871449.0,96.0,638103.8961038961,351584.97316636855,12376.32241813602,26.4440734557596,44.89,15.407476928011368,0,1,2007,1
8106,"['Thriller', 'Crime', 'Drama']",English,6.6,2821.0,13.973,30000000.0,63372757.0,106.0,3947368.421052632,2146997.7814356256,10630.758327427357,188.40579710144925,43.559999999999995,17.216707972959764,3,1,2013,2
8107,"['Adventure', 'Drama', 'Action', 'History', 'War']",Chinese,5.6,136.0,13.973,30000000.0,3807134.0,99.0,4545454.545454546,2146997.7814356256,218978.10218978103,9.083016095638817,31.359999999999996,17.216707972959764,6,3,2011,7
8109,"['Drama', 'Romance', 'Thriller']",Italian,5.4,56.0,13.972,0.0,347548.0,128.0,0.0,0.0,0.0,3.7403152551429337,29.160000000000004,0.0,4,2,2002,4
8111,"['Drama', 'Romance']",English,6.4,590.0,13.97,25000000.0,27685016.0,86.0,3378378.378378378,1789549.0336435218,42301.184433164126,39.41215764863059,40.96000000000001,17.034386422832473,4,1,2004,2
8112,"['Drama', 'Romance']",English,7.4,253.0,13.969,0.0,152761.0,108.0,0.0,0.0,0.0,16.90159663304162,54.760000000000005,0.0,3,1,2017,3
8113,['Drama'],Spanish,6.8,260.0,13.969,0.0,2728869.0,86.0,0.0,0.0,0.0,17.369229741465695,46.239999999999995,0.0,3,2,2007,6
8114,"['Adventure', 'Fantasy', 'Action']",English,5.3,711.0,13.968,17900000.0,6948633.0,89.0,2841269.8412698414,1281500.572737686,25140.449438202246,47.501336183858896,28.09,16.700311326676903,1,2,1985,4
8115,"['Fantasy', 'Horror', 'Mystery']",English,6.0,1248.0,13.967,5000000.0,22304357.0,87.0,714285.7142857143,357986.68289539625,4003.2025620496397,83.3834435758669,36.0,15.424948670398354,3,1,2020,1
8124,"['Action', 'Thriller', 'Crime']",French,6.4,1022.0,13.956,15000000.0,8786375.0,101.0,2027027.027027027,1074806.5348237318,14662.756598240469,68.33377908531693,40.96000000000001,16.52356082573315,2,1,2009,2
8125,"['Crime', 'Drama']",English,6.7,396.0,13.956,0.0,480811.0,113.0,0.0,0.0,0.0,26.477667825621825,44.89,0.0,4,2,2001,6
8126,"['Drama', 'Romance', 'History']",English,6.6,701.0,13.952,0.0,3507755.0,111.0,0.0,0.0,0.0,46.88336008560728,43.559999999999995,0.0,2,1,2020,3
